 temperature	i	 j	spin A(i,j)
   1.42000008               8          14          -1
   1.42000008               8          15          -1
   1.42000008               8          16          -1
   1.42000008               8          17          -1
   1.42000008               8          18          -1
   1.42000008               8          19          -1
   1.42000008               8          20          -1
   1.42000008               8          21          -1
   1.42000008               9           2          -1
   1.42000008               9           3           1
   1.42000008               9           4           1
   1.42000008               9           5           1
   1.42000008               9           6           1
   1.42000008               9           7           1
   1.42000008               9           8           1
   1.42000008               9           9           1
   1.42000008               9          10          -1
   1.42000008               9          11          -1
   1.42000008               9          12          -1
   1.42000008               9          13          -1
   1.42000008               9          14          -1
   1.42000008               9          15          -1
   1.42000008               9          16          -1
   1.42000008               9          17          -1
   1.42000008               9          18          -1
   1.42000008               9          19          -1
   1.42000008               9          20          -1
   1.42000008               9          21          -1
   1.42000008              10           2           1
   1.42000008              10           3           1
   1.42000008              10           4           1
   1.42000008              10           5           1
   1.42000008              10           6           1
   1.42000008              10           7           1
   1.42000008              10           8           1
   1.42000008              10           9           1
   1.42000008              10          10          -1
   1.42000008              10          11          -1
   1.42000008              10          12          -1
   1.42000008              10          13          -1
   1.42000008              10          14          -1
   1.42000008              10          15          -1
   1.42000008              10          16          -1
   1.42000008              10          17          -1
   1.42000008              10          18          -1
   1.42000008              10          19          -1
   1.42000008              10          20          -1
   1.42000008              10          21          -1
   1.42000008              11           2           1
   1.42000008              11           3           1
   1.42000008              11           4           1
   1.42000008              11           5           1
   1.42000008              11           6           1
   1.42000008              11           7           1
   1.42000008              11           8           1
   1.42000008              11           9           1
   1.42000008              11          10           1
   1.42000008              11          11           1
   1.42000008              11          12           1
   1.42000008              11          13           1
   1.42000008              11          14          -1
   1.42000008              11          15          -1
   1.42000008              11          16          -1
   1.42000008              11          17          -1
   1.42000008              11          18          -1
   1.42000008              11          19          -1
   1.42000008              11          20          -1
   1.42000008              11          21           1
   1.42000008              12           2           1
   1.42000008              12           3           1
   1.42000008              12           4           1
   1.42000008              12           5           1
   1.42000008              12           6           1
   1.42000008              12           7           1
   1.42000008              12           8           1
   1.42000008              12           9           1
   1.42000008              12          10           1
   1.42000008              12          11           1
   1.42000008              12          12           1
   1.42000008              12          13           1
   1.42000008              12          14          -1
   1.42000008              12          15          -1
   1.42000008              12          16          -1
   1.42000008              12          17          -1
   1.42000008              12          18          -1
   1.42000008              12          19          -1
   1.42000008              12          20          -1
   1.42000008              12          21          -1
   1.42000008              13           2          -1
   1.42000008              13           3          -1
   1.42000008              13           4          -1
   1.42000008              13           5          -1
   1.42000008              13           6          -1
   1.42000008              13           7           1
   1.42000008              13           8           1
   1.42000008              13           9           1
   1.42000008              13          10           1
   1.42000008              13          11          -1
   1.42000008              13          12          -1
   1.42000008              13          13          -1
   1.42000008              13          14          -1
   1.42000008              13          15          -1
   1.42000008              13          16          -1
   1.42000008              13          17          -1
   1.42000008              13          18          -1
   1.42000008              13          19          -1
   1.42000008              13          20          -1
   1.42000008              13          21          -1
   1.42000008              14           2          -1
   1.42000008              14           3          -1
   1.42000008              14           4          -1
   1.42000008              14           5          -1
   1.42000008              14           6          -1
   1.42000008              14           7          -1
   1.42000008              14           8           1
   1.42000008              14           9           1
   1.42000008              14          10           1
   1.42000008              14          11          -1
   1.42000008              14          12          -1
   1.42000008              14          13          -1
   1.42000008              14          14          -1
   1.42000008              14          15          -1
   1.42000008              14          16          -1
   1.42000008              14          17          -1
   1.42000008              14          18          -1
   1.42000008              14          19          -1
   1.42000008              14          20          -1
   1.42000008              14          21          -1
   1.42000008              15           2          -1
   1.42000008              15           3          -1
   1.42000008              15           4          -1
   1.42000008              15           5          -1
   1.42000008              15           6          -1
   1.42000008              15           7          -1
   1.42000008              15           8          -1
   1.42000008              15           9          -1
   1.42000008              15          10          -1
   1.42000008              15          11          -1
   1.42000008              15          12          -1
   1.42000008              15          13          -1
   1.42000008              15          14          -1
   1.42000008              15          15          -1
   1.42000008              15          16          -1
   1.42000008              15          17          -1
   1.42000008              15          18          -1
   1.42000008              15          19          -1
   1.42000008              15          20          -1
   1.42000008              15          21          -1
   1.42000008              16           2          -1
   1.42000008              16           3          -1
   1.42000008              16           4          -1
   1.42000008              16           5          -1
   1.42000008              16           6          -1
   1.42000008              16           7          -1
   1.42000008              16           8          -1
   1.42000008              16           9          -1
   1.42000008              16          10          -1
   1.42000008              16          11          -1
   1.42000008              16          12          -1
   1.42000008              16          13          -1
   1.42000008              16          14          -1
   1.42000008              16          15           1
   1.42000008              16          16          -1
   1.42000008              16          17          -1
   1.42000008              16          18          -1
   1.42000008              16          19          -1
   1.42000008              16          20          -1
   1.42000008              16          21          -1
   1.42000008              17           2           1
   1.42000008              17           3           1
   1.42000008              17           4          -1
   1.42000008              17           5          -1
   1.42000008              17           6          -1
   1.42000008              17           7          -1
   1.42000008              17           8          -1
   1.42000008              17           9          -1
   1.42000008              17          10          -1
   1.42000008              17          11          -1
   1.42000008              17          12          -1
   1.42000008              17          13          -1
   1.42000008              17          14          -1
   1.42000008              17          15          -1
   1.42000008              17          16          -1
   1.42000008              17          17          -1
   1.42000008              17          18          -1
   1.42000008              17          19          -1
   1.42000008              17          20          -1
   1.42000008              17          21           1
   1.42000008              18           2          -1
   1.42000008              18           3          -1
   1.42000008              18           4          -1
   1.42000008              18           5          -1
   1.42000008              18           6          -1
   1.42000008              18           7          -1
   1.42000008              18           8          -1
   1.42000008              18           9          -1
   1.42000008              18          10          -1
   1.42000008              18          11          -1
   1.42000008              18          12          -1
   1.42000008              18          13          -1
   1.42000008              18          14          -1
   1.42000008              18          15          -1
   1.42000008              18          16          -1
   1.42000008              18          17          -1
   1.42000008              18          18          -1
   1.42000008              18          19          -1
   1.42000008              18          20          -1
   1.42000008              18          21          -1
   1.42000008              19           2          -1
   1.42000008              19           3          -1
   1.42000008              19           4          -1
   1.42000008              19           5          -1
   1.42000008              19           6          -1
   1.42000008              19           7          -1
   1.42000008              19           8          -1
   1.42000008              19           9          -1
   1.42000008              19          10          -1
   1.42000008              19          11          -1
   1.42000008              19          12          -1
   1.42000008              19          13          -1
   1.42000008              19          14          -1
   1.42000008              19          15          -1
   1.42000008              19          16          -1
   1.42000008              19          17          -1
   1.42000008              19          18          -1
   1.42000008              19          19          -1
   1.42000008              19          20          -1
   1.42000008              19          21          -1
   1.42000008              20           2          -1
   1.42000008              20           3          -1
   1.42000008              20           4          -1
   1.42000008              20           5          -1
   1.42000008              20           6          -1
   1.42000008              20           7          -1
   1.42000008              20           8          -1
   1.42000008              20           9          -1
   1.42000008              20          10          -1
   1.42000008              20          11          -1
   1.42000008              20          12          -1
   1.42000008              20          13          -1
   1.42000008              20          14           1
   1.42000008              20          15           1
   1.42000008              20          16           1
   1.42000008              20          17           1
   1.42000008              20          18          -1
   1.42000008              20          19          -1
   1.42000008              20          20          -1
   1.42000008              20          21          -1
   1.42000008              21           2          -1
   1.42000008              21           3           1
   1.42000008              21           4           1
   1.42000008              21           5          -1
   1.42000008              21           6          -1
   1.42000008              21           7          -1
   1.42000008              21           8          -1
   1.42000008              21           9          -1
   1.42000008              21          10          -1
   1.42000008              21          11          -1
   1.42000008              21          12           1
   1.42000008              21          13           1
   1.42000008              21          14           1
   1.42000008              21          15           1
   1.42000008              21          16           1
   1.42000008              21          17           1
   1.42000008              21          18          -1
   1.42000008              21          19          -1
   1.42000008              21          20          -1
   1.42000008              21          21           1
   1.32000005               2           2           1
   1.32000005               2           3           1
   1.32000005               2           4           1
   1.32000005               2           5           1
   1.32000005               2           6          -1
   1.32000005               2           7          -1
   1.32000005               2           8          -1
   1.32000005               2           9          -1
   1.32000005               2          10           1
   1.32000005               2          11           1
   1.32000005               2          12           1
   1.32000005               2          13           1
   1.32000005               2          14           1
   1.32000005               2          15           1
   1.32000005               2          16           1
   1.32000005               2          17           1
   1.32000005               2          18          -1
   1.32000005               2          19          -1
   1.32000005               2          20          -1
   1.32000005               2          21          -1
   1.32000005               3           2           1
   1.32000005               3           3           1
   1.32000005               3           4           1
   1.32000005               3           5           1
   1.32000005               3           6          -1
   1.32000005               3           7          -1
   1.32000005               3           8          -1
   1.32000005               3           9          -1
   1.32000005               3          10          -1
   1.32000005               3          11          -1
   1.32000005               3          12           1
   1.32000005               3          13           1
   1.32000005               3          14           1
   1.32000005               3          15          -1
   1.32000005               3          16          -1
   1.32000005               3          17          -1
   1.32000005               3          18          -1
   1.32000005               3          19          -1
   1.32000005               3          20          -1
   1.32000005               3          21           1
   1.32000005               4           2           1
   1.32000005               4           3           1
   1.32000005               4           4           1
   1.32000005               4           5          -1
   1.32000005               4           6          -1
   1.32000005               4           7          -1
   1.32000005               4           8          -1
   1.32000005               4           9          -1
   1.32000005               4          10          -1
   1.32000005               4          11          -1
   1.32000005               4          12          -1
   1.32000005               4          13          -1
   1.32000005               4          14          -1
   1.32000005               4          15          -1
   1.32000005               4          16          -1
   1.32000005               4          17          -1
   1.32000005               4          18          -1
   1.32000005               4          19          -1
   1.32000005               4          20          -1
   1.32000005               4          21           1
   1.32000005               5           2          -1
   1.32000005               5           3           1
   1.32000005               5           4           1
   1.32000005               5           5           1
   1.32000005               5           6           1
   1.32000005               5           7           1
   1.32000005               5           8           1
   1.32000005               5           9          -1
   1.32000005               5          10          -1
   1.32000005               5          11          -1
   1.32000005               5          12          -1
   1.32000005               5          13          -1
   1.32000005               5          14          -1
   1.32000005               5          15          -1
   1.32000005               5          16          -1
   1.32000005               5          17          -1
   1.32000005               5          18          -1
   1.32000005               5          19          -1
   1.32000005               5          20          -1
   1.32000005               5          21           1
   1.32000005               6           2           1
   1.32000005               6           3           1
   1.32000005               6           4           1
   1.32000005               6           5           1
   1.32000005               6           6           1
   1.32000005               6           7           1
   1.32000005               6           8           1
   1.32000005               6           9          -1
   1.32000005               6          10          -1
   1.32000005               6          11          -1
   1.32000005               6          12          -1
   1.32000005               6          13          -1
   1.32000005               6          14          -1
   1.32000005               6          15          -1
   1.32000005               6          16          -1
   1.32000005               6          17          -1
   1.32000005               6          18          -1
   1.32000005               6          19          -1
   1.32000005               6          20          -1
   1.32000005               6          21          -1
   1.32000005               7           2           1
   1.32000005               7           3           1
   1.32000005               7           4           1
   1.32000005               7           5           1
   1.32000005               7           6           1
   1.32000005               7           7           1
   1.32000005               7           8           1
   1.32000005               7           9           1
   1.32000005               7          10          -1
   1.32000005               7          11          -1
   1.32000005               7          12          -1
   1.32000005               7          13          -1
   1.32000005               7          14          -1
   1.32000005               7          15          -1
   1.32000005               7          16          -1
   1.32000005               7          17          -1
   1.32000005               7          18          -1
   1.32000005               7          19          -1
   1.32000005               7          20          -1
   1.32000005               7          21          -1
   1.32000005               8           2           1
   1.32000005               8           3           1
   1.32000005               8           4           1
   1.32000005               8           5           1
   1.32000005               8           6          -1
   1.32000005               8           7           1
   1.32000005               8           8           1
   1.32000005               8           9           1
   1.32000005               8          10           1
   1.32000005               8          11          -1
   1.32000005               8          12          -1
   1.32000005               8          13          -1
   1.32000005               8          14          -1
   1.32000005               8          15          -1
   1.32000005               8          16          -1
   1.32000005               8          17          -1
   1.32000005               8          18          -1
   1.32000005               8          19          -1
   1.32000005               8          20          -1
   1.32000005               8          21          -1
   1.32000005               9           2          -1
   1.32000005               9           3           1
   1.32000005               9           4           1
   1.32000005               9           5           1
   1.32000005               9           6           1
   1.32000005               9           7           1
   1.32000005               9           8           1
   1.32000005               9           9           1
   1.32000005               9          10          -1
   1.32000005               9          11          -1
   1.32000005               9          12          -1
   1.32000005               9          13          -1
   1.32000005               9          14          -1
   1.32000005               9          15          -1
   1.32000005               9          16          -1
   1.32000005               9          17          -1
   1.32000005               9          18          -1
   1.32000005               9          19          -1
   1.32000005               9          20          -1
   1.32000005               9          21          -1
   1.32000005              10           2           1
   1.32000005              10           3           1
   1.32000005              10           4           1
   1.32000005              10           5           1
   1.32000005              10           6           1
   1.32000005              10           7           1
   1.32000005              10           8           1
   1.32000005              10           9           1
   1.32000005              10          10          -1
   1.32000005              10          11          -1
   1.32000005              10          12          -1
   1.32000005              10          13          -1
   1.32000005              10          14          -1
   1.32000005              10          15          -1
   1.32000005              10          16          -1
   1.32000005              10          17          -1
   1.32000005              10          18          -1
   1.32000005              10          19          -1
   1.32000005              10          20          -1
   1.32000005              10          21          -1
   1.32000005              11           2           1
   1.32000005              11           3           1
   1.32000005              11           4           1
   1.32000005              11           5           1
   1.32000005              11           6           1
   1.32000005              11           7           1
   1.32000005              11           8           1
   1.32000005              11           9           1
   1.32000005              11          10           1
   1.32000005              11          11           1
   1.32000005              11          12           1
   1.32000005              11          13           1
   1.32000005              11          14          -1
   1.32000005              11          15          -1
   1.32000005              11          16          -1
   1.32000005              11          17          -1
   1.32000005              11          18          -1
   1.32000005              11          19          -1
   1.32000005              11          20          -1
   1.32000005              11          21           1
   1.32000005              12           2           1
   1.32000005              12           3           1
   1.32000005              12           4           1
   1.32000005              12           5           1
   1.32000005              12           6           1
   1.32000005              12           7           1
   1.32000005              12           8           1
   1.32000005              12           9           1
   1.32000005              12          10           1
   1.32000005              12          11           1
   1.32000005              12          12           1
   1.32000005              12          13           1
   1.32000005              12          14          -1
   1.32000005              12          15          -1
   1.32000005              12          16          -1
   1.32000005              12          17          -1
   1.32000005              12          18          -1
   1.32000005              12          19          -1
   1.32000005              12          20          -1
   1.32000005              12          21          -1
   1.32000005              13           2          -1
   1.32000005              13           3          -1
   1.32000005              13           4          -1
   1.32000005              13           5          -1
   1.32000005              13           6          -1
   1.32000005              13           7           1
   1.32000005              13           8           1
   1.32000005              13           9           1
   1.32000005              13          10           1
   1.32000005              13          11          -1
   1.32000005              13          12          -1
   1.32000005              13          13          -1
   1.32000005              13          14          -1
   1.32000005              13          15          -1
   1.32000005              13          16          -1
   1.32000005              13          17          -1
   1.32000005              13          18          -1
   1.32000005              13          19          -1
   1.32000005              13          20          -1
   1.32000005              13          21          -1
   1.32000005              14           2          -1
   1.32000005              14           3          -1
   1.32000005              14           4          -1
   1.32000005              14           5          -1
   1.32000005              14           6          -1
   1.32000005              14           7          -1
   1.32000005              14           8           1
   1.32000005              14           9           1
   1.32000005              14          10           1
   1.32000005              14          11          -1
   1.32000005              14          12          -1
   1.32000005              14          13          -1
   1.32000005              14          14          -1
   1.32000005              14          15          -1
   1.32000005              14          16          -1
   1.32000005              14          17          -1
   1.32000005              14          18          -1
   1.32000005              14          19          -1
   1.32000005              14          20          -1
   1.32000005              14          21          -1
   1.32000005              15           2          -1
   1.32000005              15           3          -1
   1.32000005              15           4          -1
   1.32000005              15           5          -1
   1.32000005              15           6          -1
   1.32000005              15           7          -1
   1.32000005              15           8          -1
   1.32000005              15           9          -1
   1.32000005              15          10          -1
   1.32000005              15          11          -1
   1.32000005              15          12          -1
   1.32000005              15          13          -1
   1.32000005              15          14          -1
   1.32000005              15          15          -1
   1.32000005              15          16          -1
   1.32000005              15          17          -1
   1.32000005              15          18          -1
   1.32000005              15          19          -1
   1.32000005              15          20          -1
   1.32000005              15          21          -1
   1.32000005              16           2          -1
   1.32000005              16           3          -1
   1.32000005              16           4          -1
   1.32000005              16           5          -1
   1.32000005              16           6          -1
   1.32000005              16           7          -1
   1.32000005              16           8          -1
   1.32000005              16           9          -1
   1.32000005              16          10          -1
   1.32000005              16          11          -1
   1.32000005              16          12          -1
   1.32000005              16          13          -1
   1.32000005              16          14          -1
   1.32000005              16          15           1
   1.32000005              16          16          -1
   1.32000005              16          17          -1
   1.32000005              16          18          -1
   1.32000005              16          19          -1
   1.32000005              16          20          -1
   1.32000005              16          21          -1
   1.32000005              17           2           1
   1.32000005              17           3           1
   1.32000005              17           4          -1
   1.32000005              17           5          -1
   1.32000005              17           6          -1
   1.32000005              17           7          -1
   1.32000005              17           8          -1
   1.32000005              17           9          -1
   1.32000005              17          10          -1
   1.32000005              17          11          -1
   1.32000005              17          12          -1
   1.32000005              17          13          -1
   1.32000005              17          14          -1
   1.32000005              17          15          -1
   1.32000005              17          16          -1
   1.32000005              17          17          -1
   1.32000005              17          18          -1
   1.32000005              17          19          -1
   1.32000005              17          20          -1
   1.32000005              17          21           1
   1.32000005              18           2          -1
   1.32000005              18           3          -1
   1.32000005              18           4          -1
   1.32000005              18           5          -1
   1.32000005              18           6          -1
   1.32000005              18           7          -1
   1.32000005              18           8          -1
   1.32000005              18           9          -1
   1.32000005              18          10          -1
   1.32000005              18          11          -1
   1.32000005              18          12          -1
   1.32000005              18          13          -1
   1.32000005              18          14          -1
   1.32000005              18          15          -1
   1.32000005              18          16          -1
   1.32000005              18          17          -1
   1.32000005              18          18          -1
   1.32000005              18          19          -1
   1.32000005              18          20          -1
   1.32000005              18          21          -1
   1.32000005              19           2          -1
   1.32000005              19           3          -1
   1.32000005              19           4          -1
   1.32000005              19           5          -1
   1.32000005              19           6          -1
   1.32000005              19           7          -1
   1.32000005              19           8          -1
   1.32000005              19           9          -1
   1.32000005              19          10          -1
   1.32000005              19          11          -1
   1.32000005              19          12          -1
   1.32000005              19          13          -1
   1.32000005              19          14          -1
   1.32000005              19          15          -1
   1.32000005              19          16          -1
   1.32000005              19          17          -1
   1.32000005              19          18          -1
   1.32000005              19          19          -1
   1.32000005              19          20          -1
   1.32000005              19          21          -1
   1.32000005              20           2          -1
   1.32000005              20           3          -1
   1.32000005              20           4          -1
   1.32000005              20           5          -1
   1.32000005              20           6          -1
   1.32000005              20           7          -1
   1.32000005              20           8          -1
   1.32000005              20           9          -1
   1.32000005              20          10          -1
   1.32000005              20          11          -1
   1.32000005              20          12          -1
   1.32000005              20          13          -1
   1.32000005              20          14           1
   1.32000005              20          15           1
   1.32000005              20          16           1
   1.32000005              20          17           1
   1.32000005              20          18          -1
   1.32000005              20          19          -1
   1.32000005              20          20          -1
   1.32000005              20          21          -1
   1.32000005              21           2          -1
   1.32000005              21           3           1
   1.32000005              21           4           1
   1.32000005              21           5          -1
   1.32000005              21           6          -1
   1.32000005              21           7          -1
   1.32000005              21           8          -1
   1.32000005              21           9          -1
   1.32000005              21          10          -1
   1.32000005              21          11          -1
   1.32000005              21          12           1
   1.32000005              21          13           1
   1.32000005              21          14           1
   1.32000005              21          15           1
   1.32000005              21          16           1
   1.32000005              21          17           1
   1.32000005              21          18          -1
   1.32000005              21          19          -1
   1.32000005              21          20          -1
   1.32000005              21          21           1
   1.22000003               2           2           1
   1.22000003               2           3           1
   1.22000003               2           4           1
   1.22000003               2           5           1
   1.22000003               2           6          -1
   1.22000003               2           7          -1
   1.22000003               2           8          -1
   1.22000003               2           9          -1
   1.22000003               2          10           1
   1.22000003               2          11           1
   1.22000003               2          12           1
   1.22000003               2          13           1
   1.22000003               2          14           1
   1.22000003               2          15           1
   1.22000003               2          16           1
   1.22000003               2          17           1
   1.22000003               2          18          -1
   1.22000003               2          19          -1
   1.22000003               2          20          -1
   1.22000003               2          21          -1
   1.22000003               3           2           1
   1.22000003               3           3           1
   1.22000003               3           4           1
   1.22000003               3           5           1
   1.22000003               3           6          -1
   1.22000003               3           7          -1
   1.22000003               3           8          -1
   1.22000003               3           9          -1
   1.22000003               3          10          -1
   1.22000003               3          11          -1
   1.22000003               3          12           1
   1.22000003               3          13           1
   1.22000003               3          14           1
   1.22000003               3          15          -1
   1.22000003               3          16          -1
   1.22000003               3          17          -1
   1.22000003               3          18          -1
   1.22000003               3          19          -1
   1.22000003               3          20          -1
   1.22000003               3          21           1
   1.22000003               4           2           1
   1.22000003               4           3           1
   1.22000003               4           4           1
   1.22000003               4           5          -1
   1.22000003               4           6          -1
   1.22000003               4           7          -1
   1.22000003               4           8          -1
   1.22000003               4           9          -1
   1.22000003               4          10          -1
   1.22000003               4          11          -1
   1.22000003               4          12          -1
   1.22000003               4          13          -1
   1.22000003               4          14          -1
   1.22000003               4          15          -1
   1.22000003               4          16          -1
   1.22000003               4          17          -1
   1.22000003               4          18          -1
   1.22000003               4          19          -1
   1.22000003               4          20          -1
   1.22000003               4          21           1
   1.22000003               5           2          -1
   1.22000003               5           3           1
   1.22000003               5           4           1
   1.22000003               5           5           1
   1.22000003               5           6           1
   1.22000003               5           7           1
   1.22000003               5           8           1
   1.22000003               5           9          -1
   1.22000003               5          10          -1
   1.22000003               5          11          -1
   1.22000003               5          12          -1
   1.22000003               5          13          -1
   1.22000003               5          14          -1
   1.22000003               5          15          -1
   1.22000003               5          16          -1
   1.22000003               5          17          -1
   1.22000003               5          18          -1
   1.22000003               5          19          -1
   1.22000003               5          20          -1
   1.22000003               5          21           1
   1.22000003               6           2           1
   1.22000003               6           3           1
   1.22000003               6           4           1
   1.22000003               6           5           1
   1.22000003               6           6           1
   1.22000003               6           7           1
   1.22000003               6           8           1
   1.22000003               6           9          -1
   1.22000003               6          10          -1
   1.22000003               6          11          -1
   1.22000003               6          12          -1
   1.22000003               6          13          -1
   1.22000003               6          14          -1
   1.22000003               6          15          -1
   1.22000003               6          16          -1
   1.22000003               6          17          -1
   1.22000003               6          18          -1
   1.22000003               6          19          -1
   1.22000003               6          20          -1
   1.22000003               6          21          -1
   1.22000003               7           2           1
   1.22000003               7           3           1
   1.22000003               7           4           1
   1.22000003               7           5           1
   1.22000003               7           6           1
   1.22000003               7           7           1
   1.22000003               7           8           1
   1.22000003               7           9           1
   1.22000003               7          10          -1
   1.22000003               7          11          -1
   1.22000003               7          12          -1
   1.22000003               7          13          -1
   1.22000003               7          14          -1
   1.22000003               7          15          -1
   1.22000003               7          16          -1
   1.22000003               7          17          -1
   1.22000003               7          18          -1
   1.22000003               7          19          -1
   1.22000003               7          20          -1
   1.22000003               7          21          -1
   1.22000003               8           2           1
   1.22000003               8           3           1
   1.22000003               8           4           1
   1.22000003               8           5           1
   1.22000003               8           6          -1
   1.22000003               8           7           1
   1.22000003               8           8           1
   1.22000003               8           9           1
   1.22000003               8          10           1
   1.22000003               8          11          -1
   1.22000003               8          12          -1
   1.22000003               8          13          -1
   1.22000003               8          14          -1
   1.22000003               8          15          -1
   1.22000003               8          16          -1
   1.22000003               8          17          -1
   1.22000003               8          18          -1
   1.22000003               8          19          -1
   1.22000003               8          20          -1
   1.22000003               8          21          -1
   1.22000003               9           2          -1
   1.22000003               9           3           1
   1.22000003               9           4           1
   1.22000003               9           5           1
   1.22000003               9           6           1
   1.22000003               9           7           1
   1.22000003               9           8           1
   1.22000003               9           9           1
   1.22000003               9          10          -1
   1.22000003               9          11          -1
   1.22000003               9          12          -1
   1.22000003               9          13          -1
   1.22000003               9          14          -1
   1.22000003               9          15          -1
   1.22000003               9          16          -1
   1.22000003               9          17          -1
   1.22000003               9          18          -1
   1.22000003               9          19          -1
   1.22000003               9          20          -1
   1.22000003               9          21          -1
   1.22000003              10           2           1
   1.22000003              10           3           1
   1.22000003              10           4           1
   1.22000003              10           5           1
   1.22000003              10           6           1
   1.22000003              10           7           1
